client_id,company_name,industry,country_id
CLI001302,Zimmerman LLC,Finance,ZA
CLI001303,Andersen Inc,Finance,US
CLI001304,Fisher Inc,Healthcare,DE
CLI001305,Jones-Fowler,Manufacturing,DE
CLI001306,Jackson Group,Technology,FR
CLI001307,Castaneda-West,Technology,ZA
CLI001308,Harmon Group,Technology,IN
CLI001309,Meyers Group,Consulting,BR
CLI001310,"Wilson, Adams and Miller",Technology,JP
CLI001311,Moore-Lee,Retail,JP
CLI001312,Hines-Gutierrez,Consulting,DE
CLI001313,Mcknight-Allen,Consulting,ZA
CLI001314,Medina-Joseph,Technology,IN
CLI001315,"Wright, Mullen and Schneider",Finance,JP
CLI001316,Hutchinson-Zuniga,Finance,JP
CLI001317,"Obrien, Durham and Walker",Finance,IN
CLI001318,Stafford PLC,Manufacturing,US
CLI001319,Liu LLC,Manufacturing,ZA
CLI001320,"Miller, Deleon and Schneider",Finance,UK
CLI001321,Gill-Sanchez,Manufacturing,JP
CLI001322,Thompson-Johnson,Healthcare,UK
CLI001323,"Russo, Barnes and Gutierrez",Manufacturing,JP
CLI001324,Pierce PLC,Healthcare,UK
CLI001325,Holmes-Caldwell,Healthcare,CA
CLI001326,Austin-Walsh,Finance,JP
CLI001327,Adams PLC,Technology,IN
CLI001328,Fry LLC,Retail,DE
CLI001329,"Williams, Ochoa and Myers",Finance,BR
CLI001330,"Moses, Olson and Ramos",Consulting,BR
CLI001331,"Hicks, Jennings and Scott",Manufacturing,UK
CLI001332,"Wall, Kim and Mccall",Manufacturing,IN
CLI001333,Valenzuela-Price,Technology,FR
CLI001334,"Sullivan, Garcia and Stanley",Consulting,DE
CLI001335,Hines-Frye,Technology,JP
CLI001336,Villegas-Smith,Retail,AU
CLI001337,Johnson-Gray,Consulting,IN
CLI001338,"Dominguez, Smith and Bennett",Healthcare,CA
CLI001339,Perkins-Morris,Technology,US
CLI001340,"Briggs, Johnson and Quinn",Technology,US
CLI001341,Vasquez-Gray,Consulting,US
CLI001342,Lucero PLC,Technology,US
CLI001343,"Smith, Ford and Miranda",Finance,AU
CLI001344,Garcia Group,Technology,ZA
CLI001345,"Anderson, Clark and Johnson",Consulting,UK
CLI001346,Yang Inc,Retail,BR
CLI001347,Mills PLC,Retail,UK
CLI001348,"Solis, Garcia and Ray",Consulting,JP
CLI001349,Payne-Crawford,Technology,AU
CLI001350,Cervantes-Mcdonald,Technology,ZA
CLI001351,"Young, Young and Petersen",Healthcare,IN
CLI001352,Jones PLC,Retail,AU
CLI001353,"Andrews, Schwartz and Campbell",Manufacturing,UK
CLI001354,Campbell-Campos,Healthcare,CA
CLI001355,"Quinn, Hughes and Bell",Finance,CA
CLI001356,Miller-Weber,Manufacturing,UK
CLI001357,Waters-Brown,Manufacturing,IN
CLI001358,Nolan-Rogers,Manufacturing,ZA
CLI001359,"Gallagher, Adams and Clark",Healthcare,FR
CLI001360,"Bullock, Alexander and Day",Manufacturing,FR
CLI001361,"Diaz, Phillips and Reese",Finance,UK
CLI001362,"Alvarado, Collier and Lopez",Healthcare,IN
CLI001363,Jensen-Parker,Manufacturing,JP
CLI001364,Greene and Sons,Healthcare,US
CLI001365,Wallace and Sons,Retail,DE
CLI001366,Woodward LLC,Manufacturing,US
CLI001367,Ho LLC,Retail,DE
CLI001368,Barnett-Glenn,Technology,US
CLI001369,Martinez Inc,Technology,ZA
CLI001370,Woods-Nixon,Consulting,US
CLI001371,Lee-Terry,Finance,CA
CLI001372,Fernandez Inc,Healthcare,DE
CLI001373,Spears-Welch,Technology,AU
CLI001374,Gibbs Inc,Consulting,AU
CLI001375,Foley-Chen,Healthcare,JP
CLI001376,King-Robinson,Finance,JP
CLI001377,Watson Group,Retail,DE
CLI001378,"Potter, Kirk and Fitzpatrick",Technology,ZA
CLI001379,Richards LLC,Retail,BR
CLI001380,Martinez Ltd,Healthcare,IN
CLI001381,Schwartz PLC,Finance,JP
CLI001382,Kennedy PLC,Healthcare,AU
CLI001383,"Hutchinson, Miles and Taylor",Healthcare,US
CLI001384,Hill LLC,Finance,CA
CLI001385,"Perez, Welch and Cummings",Retail,ZA
CLI001386,Wilson PLC,Manufacturing,US
CLI001387,"Weaver, Graham and Anderson",Consulting,US
CLI001388,Powell-Gray,Technology,FR
CLI001389,Haley-Olson,Finance,DE
CLI001390,Martinez-Johnson,Retail,BR
CLI001391,Phelps Inc,Manufacturing,ZA
CLI001392,Wolf LLC,Retail,JP
CLI001393,"Sanders, Salazar and Roth",Healthcare,ZA
CLI001394,Rowe Ltd,Manufacturing,US
CLI001395,Robertson Ltd,Finance,JP
CLI001396,Larson-Jackson,Technology,IN
CLI001397,"Cervantes, Hart and Bass",Healthcare,US
CLI001398,Sherman-Odom,Technology,US
CLI001399,Andrade-Holden,Healthcare,DE
CLI001400,Mills LLC,Technology,JP
CLI001401,"Robinson, Copeland and Saunders",Manufacturing,JP
CLI001402,Rivera-Vang,Healthcare,US
CLI001403,Cunningham-Hernandez,Consulting,CA
CLI001404,"Wilson, Briggs and Acosta",Manufacturing,IN
CLI001405,Graham and Sons,Retail,FR
CLI001406,Ferguson-Morgan,Manufacturing,BR
CLI001407,Ramirez Group,Retail,BR
CLI001408,Beard Ltd,Manufacturing,BR
CLI001409,Martinez-Sullivan,Retail,UK
CLI001410,"Bailey, Grimes and Lester",Finance,CA
CLI001411,Washington-Black,Consulting,IN
CLI001412,Peck-Hudson,Finance,UK
CLI001413,White-Ramos,Manufacturing,DE
CLI001414,"Sanford, Martin and White",Consulting,CA
CLI001415,Lowe PLC,Manufacturing,IN
CLI001416,Campbell and Sons,Consulting,ZA
CLI001417,"Howard, Martin and Rich",Retail,CA
CLI001418,"Garza, Miller and Obrien",Finance,CA
CLI001419,Bates-Clayton,Finance,US
CLI001420,Conley-Waters,Consulting,DE
CLI001421,"Rivera, Anderson and Walton",Healthcare,IN
CLI001422,Jenkins Inc,Retail,JP
CLI001423,Rodriguez PLC,Technology,BR
CLI001424,Lopez-Reed,Healthcare,CA
CLI001425,Klein-Wilson,Retail,UK
CLI001426,Morris Group,Retail,US
CLI001427,Lopez Ltd,Consulting,CA
CLI001428,Bentley and Sons,Finance,DE
CLI001429,"Morris, Fernandez and Norman",Healthcare,AU
CLI001430,Ali-Turner,Technology,CA
CLI001431,Diaz-Mitchell,Retail,IN
CLI001432,Hanson LLC,Consulting,BR
CLI001433,Young-Jimenez,Healthcare,AU
CLI001434,"Martin, Hines and York",Consulting,JP
CLI001435,Osborn-Walters,Healthcare,IN
CLI001436,Carter-Cole,Consulting,BR
CLI001437,Garner LLC,Consulting,US
CLI001438,Duncan Inc,Retail,UK
CLI001439,"Brown, Hughes and Kent",Healthcare,DE
CLI001440,Lee Ltd,Healthcare,DE
CLI001441,Moore-Brown,Manufacturing,CA
CLI001442,"Price, Stevens and Huber",Manufacturing,ZA
CLI001443,Smith-Sandoval,Technology,JP
CLI001444,Wilson-Turner,Consulting,BR
CLI001445,"Ellis, Weaver and Brooks",Healthcare,UK
CLI001446,"Davis, Elliott and Suarez",Manufacturing,BR
CLI001447,Woods-Elliott,Manufacturing,JP
CLI001448,Bennett and Sons,Healthcare,IN
CLI001449,"Davis, Kennedy and Lucas",Consulting,AU
CLI001450,"Richards, Hamilton and Price",Retail,IN
CLI001451,Chung-Anderson,Consulting,ZA
CLI001452,Davenport-Murphy,Consulting,US
CLI001453,"Martin, Best and Knight",Technology,AU
CLI001454,Sanchez-Davis,Consulting,CA
CLI001455,Douglas Ltd,Healthcare,US
CLI001456,Walker Ltd,Finance,BR
CLI001457,Thompson-Hodges,Finance,BR
CLI001458,Rivas-Sanders,Finance,AU
CLI001459,Johnson-Glass,Healthcare,JP
CLI001460,Brown-Lee,Healthcare,ZA
CLI001461,Smith-Evans,Retail,UK
CLI001462,Ramirez Group,Finance,BR
CLI001463,Gonzalez-Lopez,Technology,UK
CLI001464,Arnold PLC,Consulting,UK
CLI001465,"Ford, Anderson and Collins",Retail,ZA
CLI001466,Howard and Sons,Retail,JP
CLI001467,Green LLC,Manufacturing,UK
CLI001468,"Taylor, Davis and Clay",Manufacturing,US
CLI001469,Johnson-Mcbride,Finance,BR
CLI001470,Glenn Group,Technology,ZA
CLI001471,"Jones, Baldwin and Hunter",Retail,BR
CLI001472,"Young, Hopkins and Wilson",Finance,BR
CLI001473,Meadows Group,Consulting,DE
CLI001474,"Stanley, Moore and Cox",Finance,AU
CLI001475,Barrett-White,Retail,US
CLI001476,"Hansen, Cortez and Clark",Consulting,US
CLI001477,"Horn, Mclean and Mendez",Technology,UK
CLI001478,"Carey, Oliver and Vargas",Manufacturing,ZA
CLI001479,Vasquez Ltd,Healthcare,FR
CLI001480,"Woods, Burch and Kennedy",Technology,DE
CLI001481,Shields-Bridges,Manufacturing,FR
CLI001482,Park PLC,Manufacturing,DE
CLI001483,Russell and Sons,Technology,JP
CLI001484,Murphy-Harris,Finance,US
CLI001485,Richards and Sons,Technology,BR
CLI001486,Trujillo-Wright,Manufacturing,US
CLI001487,Watson PLC,Healthcare,UK
CLI001488,Weaver Group,Technology,DE
CLI001489,Caldwell Group,Finance,JP
CLI001490,Parker-Ford,Manufacturing,ZA
CLI001491,"Bowers, Carpenter and Knight",Finance,US
CLI001492,"Novak, Cox and Marshall",Healthcare,DE
CLI001493,Bell Ltd,Consulting,FR
CLI001494,Stewart-Taylor,Healthcare,FR
CLI001495,Nelson Ltd,Manufacturing,CA
CLI001496,Walker-Nelson,Consulting,UK
CLI001497,Ayers-Gonzalez,Technology,DE
CLI001498,Ho-Romero,Consulting,ZA
CLI001499,"Garza, Anderson and Shelton",Retail,BR
CLI001500,Smith and Sons,Manufacturing,AU
CLI001501,"Walker, Klein and Flores",Finance,AU
CLI001502,Mosley-Mcdonald,Technology,US
CLI001503,Quinn PLC,Manufacturing,CA
CLI001504,Austin and Sons,Technology,UK
CLI001505,"Mccormick, Meyers and Bridges",Consulting,JP
CLI001506,"Tate, Clark and Cooper",Healthcare,ZA
CLI001507,Thompson-Jimenez,Manufacturing,UK
CLI001508,"Miller, Graham and Schultz",Finance,CA
CLI001509,Kirk Ltd,Retail,BR
CLI001510,Morgan-Sawyer,Retail,JP
CLI001511,Ortega-Hicks,Technology,AU
CLI001512,"Medina, Thompson and Callahan",Finance,ZA
CLI001513,Sherman-Young,Finance,DE
CLI001514,"Cross, Lawson and Bray",Consulting,IN
CLI001515,Carter Group,Finance,IN
CLI001516,Mendoza-Smith,Manufacturing,ZA
CLI001517,Patrick Inc,Finance,JP
CLI001518,"French, Ramos and Trujillo",Finance,UK
CLI001519,Stephens-Hoffman,Healthcare,FR
CLI001520,"Ayala, Hall and Thompson",Healthcare,AU
CLI001521,Johnson-Williams,Technology,DE
CLI001522,"King, Gonzalez and Boyd",Healthcare,UK
CLI001523,Cook-Melton,Consulting,US
CLI001524,Adams-Barber,Finance,CA
CLI001525,Jensen LLC,Manufacturing,JP
CLI001526,"Torres, Krause and Schroeder",Consulting,DE
CLI001527,Weiss-Smith,Healthcare,US
CLI001528,"Watson, Cervantes and Wilson",Healthcare,US
CLI001529,"Ray, White and Colon",Retail,BR
CLI001530,Jackson-Hampton,Retail,DE
CLI001531,Bradford Ltd,Consulting,DE
CLI001532,"Baker, Perez and Cruz",Manufacturing,US
CLI001533,"Gray, Duffy and Jenkins",Technology,UK
CLI001534,Fernandez-Gilbert,Retail,IN
CLI001535,Lawrence-Rivers,Technology,US
CLI001536,"Boyd, Smith and Scott",Technology,BR
CLI001537,Lin-Mendez,Finance,JP
CLI001538,"Mathis, Perry and Williams",Retail,AU
CLI001539,Simpson-Munoz,Manufacturing,DE
CLI001540,White Group,Technology,UK
CLI001541,"Allen, Lawrence and Williams",Finance,DE
CLI001542,Bell Group,Technology,FR
CLI001543,"Camacho, Butler and Ingram",Consulting,AU
CLI001544,Fischer-Hall,Technology,BR
CLI001545,"Walker, Brown and Miller",Finance,IN
CLI001546,Phillips and Sons,Healthcare,CA
CLI001547,Mckee and Sons,Technology,AU
CLI001548,"Robertson, Bennett and Evans",Manufacturing,DE
CLI001549,Dean-Ramirez,Finance,JP
CLI001550,"Johnson, Martinez and Gomez",Manufacturing,DE
CLI001551,Thompson-Brown,Retail,UK
CLI001552,"Flowers, Castaneda and Wheeler",Retail,FR
CLI001553,Cox-Morales,Consulting,JP
CLI001554,"Hayes, Nelson and Baker",Manufacturing,IN
CLI001555,Miller-Jacobs,Manufacturing,BR
CLI001556,Montgomery-Brown,Healthcare,CA
CLI001557,Knight-Fisher,Technology,US
CLI001558,"Riggs, Chambers and Pope",Healthcare,BR
CLI001559,Adams Ltd,Technology,JP
CLI001560,Stewart Inc,Retail,JP
CLI001561,"Parker, Estrada and Harvey",Healthcare,BR
CLI001562,"Jenkins, Mckinney and Taylor",Finance,CA
CLI001563,"Walker, Perkins and Conrad",Consulting,FR
CLI001564,Banks-Graham,Consulting,JP
CLI001565,Underwood-Campbell,Finance,JP
CLI001566,"Young, Farrell and Newton",Technology,DE
CLI001567,"Bean, Baker and Smith",Finance,BR
CLI001568,Mathews-Hammond,Manufacturing,AU
CLI001569,Oconnor-Wagner,Technology,UK
CLI001570,Hanna-Sanchez,Consulting,UK
CLI001571,Morales Group,Retail,AU
CLI001572,Vargas-Gordon,Manufacturing,US
CLI001573,Mcguire-George,Manufacturing,US
CLI001574,Mann Inc,Manufacturing,AU
CLI001575,Fowler LLC,Consulting,ZA
CLI001576,"Dean, Salinas and Reed",Healthcare,UK
CLI001577,Allen-Evans,Manufacturing,CA
CLI001578,"Carlson, Murphy and Pollard",Technology,IN
CLI001579,Chandler-Johns,Healthcare,FR
CLI001580,Jimenez-Zimmerman,Finance,ZA
CLI001581,Scott Ltd,Manufacturing,DE
CLI001582,Sullivan-Chaney,Manufacturing,ZA
CLI001583,Walker-Castro,Manufacturing,DE
CLI001584,Watson LLC,Retail,ZA
CLI001585,Thomas Ltd,Manufacturing,CA
CLI001586,Simpson and Sons,Manufacturing,ZA
CLI001587,Jones LLC,Technology,FR
CLI001588,Ramos-Baker,Healthcare,JP
CLI001589,Grimes-Murray,Manufacturing,IN
CLI001590,Turner Ltd,Manufacturing,AU
CLI001591,Rivera-Price,Consulting,DE
CLI001592,Berry Inc,Finance,ZA
CLI001593,Griffin-Horton,Healthcare,IN
CLI001594,"Black, Strong and Sparks",Technology,ZA
CLI001595,Johnson-Harris,Technology,CA
CLI001596,"Stephenson, Murray and White",Healthcare,JP
CLI001597,Johnson-Kim,Manufacturing,ZA
CLI001598,"Lopez, Anderson and Fitzgerald",Finance,BR
CLI001599,Schwartz-Oliver,Technology,BR
CLI001600,"Campbell, Smith and Maldonado",Finance,IN
CLI001601,Fisher-Price,Finance,CA
CLI001602,"Lamb, Fisher and Alvarez",Retail,DE
CLI001603,Barnett-Thomas,Manufacturing,ZA
CLI001604,Cooley-Miller,Retail,US
CLI001605,Castaneda LLC,Consulting,ZA
CLI001606,Harris-Giles,Manufacturing,US
CLI001607,"Rivera, Wright and Johnson",Finance,FR
CLI001608,"Stanley, Jennings and Miller",Consulting,DE
CLI001609,"Moore, Eaton and Campbell",Retail,UK
CLI001610,Graves-Tyler,Technology,DE
CLI001611,Hancock PLC,Finance,FR
CLI001612,Adams-Romero,Healthcare,BR
CLI001613,"Levy, Martin and Miller",Consulting,JP
CLI001614,"Wheeler, Thompson and Conner",Manufacturing,BR
CLI001615,Hernandez-Barrett,Finance,ZA
CLI001616,Fowler Inc,Consulting,AU
CLI001617,Salinas Inc,Healthcare,ZA
CLI001618,Mcdonald-Morrison,Manufacturing,BR
CLI001619,Weaver LLC,Consulting,IN
CLI001620,Weeks and Sons,Technology,JP
CLI001621,Reed-Morris,Technology,CA
CLI001622,"Johnson, Nichols and Frye",Retail,AU
CLI001623,"Rice, Coleman and Hess",Finance,UK
CLI001624,Olson Inc,Manufacturing,ZA
CLI001625,"Williams, Kramer and Tran",Healthcare,DE
CLI001626,Alvarez-Simmons,Manufacturing,US
CLI001627,Wallace-Green,Retail,IN
CLI001628,"Butler, Nolan and Gonzalez",Healthcare,ZA
CLI001629,Collins-Boyd,Consulting,JP
CLI001630,Andrews-Sawyer,Retail,IN
CLI001631,"Johnson, Lee and Lewis",Technology,CA
CLI001632,"Schmidt, Floyd and Henry",Retail,JP
CLI001633,Mckenzie Group,Retail,ZA
CLI001634,Williams-Bell,Retail,AU
CLI001635,"Anderson, Williams and Gentry",Finance,UK
CLI001636,Harper LLC,Manufacturing,US
CLI001637,Cherry Group,Retail,FR
CLI001638,Perez LLC,Consulting,UK
CLI001639,"Stevens, Martin and Gardner",Finance,IN
CLI001640,"Beck, Carter and Schroeder",Healthcare,JP
CLI001641,Weaver-Johnson,Healthcare,ZA
CLI001642,Barnett LLC,Healthcare,UK
CLI001643,"Caldwell, Hunter and Wright",Healthcare,BR
CLI001644,Johnson-Williams,Manufacturing,DE
CLI001645,"Taylor, Porter and Kerr",Finance,IN
CLI001646,"Kennedy, Moss and Griffin",Healthcare,ZA
CLI001647,"Huff, Edwards and Wagner",Healthcare,JP
CLI001648,Pierce Ltd,Technology,US
CLI001649,"Hill, Hunter and Kelly",Retail,IN
CLI001650,"Garcia, Mcbride and Mason",Technology,BR
CLI001651,Frost-Walton,Consulting,US
CLI001652,Jenkins Group,Retail,JP
CLI001653,Sanders-Church,Retail,ZA
CLI001654,Ramirez-Manning,Technology,DE
CLI001655,"Wilcox, Moreno and Cruz",Technology,US
CLI001656,"Burnett, Tran and Holloway",Manufacturing,DE
CLI001657,"Mendoza, Stokes and Davis",Technology,BR
CLI001658,Miller PLC,Consulting,UK
CLI001659,"Simon, Smith and Warner",Manufacturing,BR
CLI001660,"Houston, Parsons and Schwartz",Technology,AU
CLI001661,Friedman-Ortiz,Technology,US
CLI001662,Brown-Crawford,Manufacturing,DE
CLI001663,"Evans, Hubbard and Jimenez",Manufacturing,US
CLI001664,Hughes LLC,Technology,CA
CLI001665,Parks-Benton,Consulting,CA
CLI001666,Hartman-Curtis,Technology,ZA
CLI001667,Meyer Inc,Technology,AU
CLI001668,"Simon, Barajas and White",Retail,FR
CLI001669,Long-Grant,Consulting,IN
CLI001670,"Acosta, Crawford and Quinn",Finance,JP
CLI001671,Allen-Curry,Retail,ZA
CLI001672,Burke Ltd,Consulting,DE
CLI001673,"Jimenez, Austin and Lucas",Technology,IN
CLI001674,Dorsey-Mcdonald,Finance,AU
CLI001675,Wilkerson Group,Healthcare,CA
CLI001676,"Moody, Black and Roberts",Retail,US
CLI001677,Howard and Sons,Retail,FR
CLI001678,Clark-Cruz,Healthcare,ZA
CLI001679,"Buck, Williams and White",Finance,DE
CLI001680,Hughes-Brock,Consulting,US
CLI001681,"Lewis, Peck and White",Finance,FR
CLI001682,"Pierce, Combs and Martin",Retail,DE
CLI001683,Smith-Aguilar,Manufacturing,IN
CLI001684,"Payne, Wood and Kline",Healthcare,IN
CLI001685,Duarte Inc,Manufacturing,US
CLI001686,"Jensen, Gray and Freeman",Consulting,UK
CLI001687,Kennedy Group,Consulting,FR
CLI001688,Turner-Miller,Retail,FR
CLI001689,"White, Holland and Martinez",Finance,US
CLI001690,"Shea, Jimenez and Mendez",Consulting,ZA
CLI001691,Townsend-Aguilar,Technology,ZA
CLI001692,Rodriguez-Guzman,Technology,CA
CLI001693,Murphy LLC,Manufacturing,DE
CLI001694,White-Davis,Healthcare,JP
CLI001695,Franklin-Pruitt,Finance,UK
CLI001696,Higgins-Johnson,Finance,BR
CLI001697,"Green, Pena and Hernandez",Finance,FR
CLI001698,Richardson-Burnett,Finance,UK
CLI001699,"Carter, Barber and Schroeder",Healthcare,AU
CLI001700,Shepherd-Garcia,Finance,IN
CLI001701,Williams-Jenkins,Retail,AU
CLI001702,"Cunningham, Curry and Miller",Retail,UK
CLI001703,Garrison Group,Technology,JP
CLI001704,Evans Ltd,Technology,FR
CLI001705,Dodson-Bennett,Finance,BR
CLI001706,Hutchinson PLC,Technology,UK
CLI001707,George and Sons,Finance,ZA
CLI001708,Gray-Miller,Retail,US
CLI001709,Stewart-Neal,Finance,UK
CLI001710,Miller and Sons,Finance,DE
CLI001711,"Cook, Hampton and Jennings",Consulting,JP
CLI001712,Cervantes and Sons,Finance,AU
CLI001713,"Gibson, Grant and Brown",Retail,FR
CLI001714,Bryant PLC,Manufacturing,JP
CLI001715,"Smith, Davis and Dennis",Retail,AU
CLI001716,Rivers-Diaz,Finance,UK
CLI001717,Francis-Lucas,Retail,BR
CLI001718,Medina-Johnson,Consulting,UK
CLI001719,Williams-Gonzalez,Healthcare,JP
CLI001720,Johnson-Myers,Healthcare,CA
CLI001721,"Valenzuela, Brandt and Mitchell",Technology,ZA
CLI001722,Jones LLC,Manufacturing,IN
CLI001723,Melendez-Blair,Technology,AU
CLI001724,Hayes and Sons,Retail,IN
CLI001725,Myers LLC,Manufacturing,CA
CLI001726,Nguyen-Steele,Technology,US
CLI001727,Tran-Morris,Healthcare,DE
CLI001728,"Wiley, Jones and Rhodes",Technology,CA
CLI001729,"Shaw, Martin and Carpenter",Retail,BR
CLI001730,Ramirez Ltd,Consulting,BR
CLI001731,Combs-Green,Technology,CA
CLI001732,"Parks, Zimmerman and Hudson",Retail,DE
CLI001733,"Gonzalez, Norman and Hunt",Technology,JP
CLI001734,Morrow LLC,Retail,IN
CLI001735,Larson Inc,Consulting,FR
CLI001736,Collins LLC,Finance,JP
CLI001737,Donovan Inc,Technology,IN
CLI001738,"Ashley, Rivera and Watson",Finance,US
CLI001739,Gay Inc,Retail,UK
CLI001740,Hill Inc,Manufacturing,ZA
CLI001741,Oliver-Smith,Technology,IN
CLI001742,Simmons-Jones,Healthcare,BR
CLI001743,Boone LLC,Retail,JP
CLI001744,Hill-Price,Manufacturing,IN
CLI001745,Richardson PLC,Healthcare,JP
CLI001746,Pena Inc,Consulting,FR
CLI001747,"Perez, Bates and Wright",Retail,ZA
CLI001748,Moore-Gutierrez,Retail,BR
CLI001749,"Hernandez, Lopez and Lewis",Manufacturing,BR
CLI001750,Morton-Wood,Technology,BR
CLI001751,Martin Ltd,Finance,JP
CLI001752,Smith Inc,Consulting,JP
CLI001753,Yu LLC,Retail,AU
CLI001754,"Moore, Avery and Williamson",Healthcare,US
CLI001755,Reeves LLC,Manufacturing,BR
CLI001756,"Owen, Torres and Palmer",Consulting,FR
CLI001757,Roberts-Berger,Retail,US
CLI001758,Benitez-Mathews,Manufacturing,ZA
CLI001759,Long Group,Retail,DE
CLI001760,"Velasquez, Booker and Petersen",Retail,UK
CLI001761,"Murphy, Holland and Lee",Consulting,FR
CLI001762,Wang LLC,Retail,US
CLI001763,Hayden-George,Finance,FR
CLI001764,Walker Ltd,Manufacturing,DE
CLI001765,Potter-Miller,Technology,IN
CLI001766,Norris PLC,Technology,AU
CLI001767,Patterson-Schmitt,Manufacturing,DE
CLI001768,"Harris, Hernandez and Cox",Technology,IN
CLI001769,"Chavez, Wolf and Wilson",Finance,IN
CLI001770,Cole-Diaz,Consulting,BR
CLI001771,Dixon Inc,Healthcare,AU
CLI001772,"Montgomery, Bradshaw and Montgomery",Technology,IN
CLI001773,Rogers Group,Consulting,DE
CLI001774,Mcneil-Prince,Technology,AU
CLI001775,Hall-Ho,Manufacturing,AU
CLI001776,"Davidson, Lewis and Mcintosh",Technology,FR
CLI001777,Jones-Hughes,Retail,CA
CLI001778,Banks-Howell,Finance,ZA
CLI001779,Boyd-Lopez,Manufacturing,UK
CLI001780,Scott-Long,Technology,IN
CLI001781,Graham Ltd,Finance,ZA
CLI001782,Wilkinson-Barnett,Manufacturing,AU
CLI001783,Ramirez Ltd,Retail,DE
CLI001784,"Davila, Turner and Fischer",Technology,ZA
CLI001785,Johnson-Kelley,Manufacturing,JP
CLI001786,"Jacobs, Little and Lambert",Consulting,JP
CLI001787,"Martin, Morris and Morales",Finance,CA
CLI001788,Anderson LLC,Manufacturing,DE
CLI001789,Summers-Guzman,Manufacturing,ZA
CLI001790,"Hall, Gonzalez and Guerrero",Manufacturing,CA
CLI001791,Jackson-Moore,Finance,US
CLI001792,"White, Andersen and Lopez",Technology,IN
CLI001793,Maxwell-Williams,Technology,AU
CLI001794,Garcia-Richardson,Consulting,ZA
CLI001795,Dyer-Copeland,Consulting,BR
CLI001796,Davis LLC,Retail,JP
CLI001797,"Davis, Wilson and Solomon",Consulting,ZA
CLI001798,"Lucero, Martin and Murphy",Manufacturing,CA
CLI001799,Hunter Inc,Consulting,CA
CLI001800,"Orr, Sanchez and Cross",Healthcare,IN
CLI001801,Dixon-Young,Healthcare,ZA
CLI001802,Bailey and Sons,Manufacturing,ZA
CLI001803,Taylor Inc,Consulting,JP
CLI001804,"Martinez, Martin and Carter",Consulting,UK
CLI001805,Barber LLC,Healthcare,UK
CLI001806,"Holden, Bowen and Anderson",Retail,AU
CLI001807,"Lindsey, Freeman and Terrell",Manufacturing,JP
CLI001808,Green-Underwood,Technology,FR
CLI001809,Luna and Sons,Technology,FR
CLI001810,Benson-Smith,Finance,AU
CLI001811,"Gordon, Winters and May",Manufacturing,BR
CLI001812,Garcia-Rowe,Retail,DE
CLI001813,Williams LLC,Retail,DE
CLI001814,Booth-Hall,Manufacturing,BR
CLI001815,Williams-Lopez,Technology,IN
CLI001816,Holmes Group,Retail,ZA
CLI001817,Barron Inc,Retail,CA
CLI001818,Newman Ltd,Manufacturing,UK
CLI001819,"Roth, Beck and Townsend",Consulting,UK
CLI001820,Davis and Sons,Retail,FR
CLI001821,Pierce-Browning,Manufacturing,ZA
CLI001822,Mcbride Ltd,Retail,FR
CLI001823,"Molina, Torres and Robinson",Finance,JP
CLI001824,Johnson and Sons,Manufacturing,ZA
CLI001825,Coleman-Zavala,Manufacturing,DE
CLI001826,Bowen-Burns,Consulting,FR
CLI001827,Martin-Mclaughlin,Finance,IN
CLI001828,Brown PLC,Manufacturing,AU
CLI001829,Cohen-Collins,Finance,ZA
CLI001830,"Flores, Ramirez and Bauer",Consulting,FR
CLI001831,Bird Group,Consulting,US
CLI001832,Jensen LLC,Healthcare,JP
CLI001833,Adams PLC,Technology,JP
CLI001834,Jackson-Decker,Consulting,DE
CLI001835,Morris-Brown,Consulting,IN
CLI001836,Smith LLC,Healthcare,BR
CLI001837,Miller-Sanchez,Consulting,US
CLI001838,Ford-Smith,Technology,CA
CLI001839,Hawkins-Graves,Retail,AU
CLI001840,"Peters, Spears and Hunt",Consulting,DE
CLI001841,"Horton, Scott and Andrews",Healthcare,ZA
CLI001842,Shelton-Dyer,Manufacturing,FR
CLI001843,Jordan PLC,Technology,US
CLI001844,"Montes, Lopez and Garrison",Finance,UK
CLI001845,"Cruz, Hernandez and Soto",Manufacturing,CA
CLI001846,Jones-Melendez,Consulting,IN
CLI001847,Sanchez-Singh,Healthcare,AU
CLI001848,Cook-Hebert,Healthcare,CA
CLI001849,Garcia Inc,Manufacturing,IN
CLI001850,"Graham, Barajas and Lee",Retail,DE
CLI001851,Perez Group,Retail,ZA
CLI001852,Mason-Richardson,Finance,BR
CLI001853,Castaneda Inc,Manufacturing,AU
CLI001854,"Porter, Allen and Hayden",Finance,CA
CLI001855,Orr-Cooper,Consulting,BR
CLI001856,"Mckenzie, Wilson and Summers",Consulting,IN
CLI001857,Wood-Cohen,Consulting,JP
CLI001858,"Hudson, Martinez and Anderson",Healthcare,ZA
CLI001859,"Perez, Colon and Garcia",Finance,DE
CLI001860,"Koch, Lewis and Burch",Manufacturing,BR
CLI001861,Galvan Group,Technology,ZA
CLI001862,Gonzales Inc,Retail,AU
CLI001863,Martinez-Quinn,Healthcare,IN
CLI001864,Thomas Ltd,Consulting,UK
CLI001865,Maxwell-Martinez,Finance,AU
CLI001866,"Cook, Rivers and Chapman",Healthcare,JP
CLI001867,"Evans, James and Combs",Finance,FR
CLI001868,"Mcfarland, Ortiz and Jackson",Retail,AU
