payment_id,employee_id,client_id,country_id,tax_rule_id,gross_pay,tax_amount,net_pay,currency,payment_date,status,compliance_status,started_at,completed_at
PAY000827,EMP004085,CLI003408,CA,REG002206,509427,0,509427,CAD,2024-03-30,pending,Non-Compliant,2024-03-30 00:00:00,
PAY000828,EMP002802,CLI002855,AU,REG002414,380037,0,380037,AUD,2024-12-14,pending,Non-Compliant,2024-12-14 00:00:00,
PAY000829,EMP002447,CLI001704,JP,REG001949,897063,152501,744562,JPY,2023-06-05,failed,Non-Compliant,2023-06-05 00:00:00,
PAY000830,EMP002049,CLI002048,UK,REG002551,652043,0,652043,GBP,2024-04-30,completed,Compliant,2024-04-30 00:00:00,2024-04-30 01:37:53
PAY000831,EMP001655,CLI000883,US,REG001982,749725,0,749725,USD,2023-08-13,failed,Non-Compliant,2023-08-13 00:00:00,
PAY000832,EMP000413,CLI004703,FR,REG000690,661836,0,661836,EUR,2023-11-26,pending,Non-Compliant,2023-11-26 00:00:00,
PAY000833,EMP002581,CLI001108,FR,REG001875,311535,0,311535,EUR,2025-02-08,completed,Compliant,2025-02-08 00:00:00,2025-02-08 00:11:37
PAY000834,EMP001574,CLI001685,UK,REG001253,687521,0,687521,GBP,2024-06-23,completed,Compliant,2024-06-23 00:00:00,2024-06-23 01:46:10
PAY000835,EMP002991,CLI004260,JP,REG000349,976424,0,976424,JPY,2024-01-29,pending,Non-Compliant,2024-01-29 00:00:00,
PAY000836,EMP002579,CLI003805,IN,REG001762,806919,0,806919,INR,2024-12-13,failed,Non-Compliant,2024-12-13 00:00:00,
PAY000837,EMP000187,CLI003540,FR,REG000721,325359,130144,195215,EUR,2024-12-14,pending,Non-Compliant,2024-12-14 00:00:00,
PAY000838,EMP001135,CLI000869,AU,REG002167,446956,0,446956,AUD,2023-11-16,completed,Compliant,2023-11-16 00:00:00,2023-11-16 00:38:05
PAY000839,EMP002620,CLI002504,DE,REG000684,842409,0,842409,EUR,2024-10-15,failed,Non-Compliant,2024-10-15 00:00:00,
PAY000840,EMP006676,CLI000879,UK,REG002559,493281,0,493281,GBP,2023-12-20,pending,Non-Compliant,2023-12-20 00:00:00,
PAY000841,EMP003441,CLI002088,DE,REG001410,985664,0,985664,EUR,2024-02-16,failed,Non-Compliant,2024-02-16 00:00:00,
PAY000842,EMP005414,CLI004742,FR,REG000682,727537,254638,472899,EUR,2024-07-28,pending,Non-Compliant,2024-07-28 00:00:00,
PAY000843,EMP003715,CLI003578,DE,REG001229,256838,0,256838,EUR,2023-12-04,completed,Compliant,2023-12-04 00:00:00,2023-12-04 00:38:08
PAY000844,EMP004643,CLI002825,FR,REG001685,926404,166753,759651,EUR,2023-09-29,pending,Non-Compliant,2023-09-29 00:00:00,
PAY000845,EMP001374,CLI002959,UK,REG000195,306001,0,306001,GBP,2024-04-26,completed,Compliant,2024-04-26 00:00:00,2024-04-26 01:36:55
PAY000846,EMP004155,CLI000914,BR,REG001027,515887,185719,330168,BRL,2024-05-07,pending,Non-Compliant,2024-05-07 00:00:00,
PAY000847,EMP001317,CLI002166,DE,REG001829,262663,0,262663,EUR,2024-02-20,failed,Non-Compliant,2024-02-20 00:00:00,
PAY000848,EMP004347,CLI004847,US,REG002946,904611,0,904611,USD,2025-01-25,failed,Non-Compliant,2025-01-25 00:00:00,
PAY000849,EMP005487,CLI000676,BR,REG001518,422413,0,422413,BRL,2025-05-13,failed,Non-Compliant,2025-05-13 00:00:00,
PAY000850,EMP003146,CLI004783,IN,REG001697,624140,0,624140,INR,2023-10-07,failed,Non-Compliant,2023-10-07 00:00:00,
PAY000851,EMP002263,CLI002401,ZA,REG001460,691130,0,691130,ZAR,2024-10-03,pending,Non-Compliant,2024-10-03 00:00:00,
PAY000852,EMP002445,CLI001182,CA,REG002090,790710,0,790710,CAD,2023-05-29,pending,Non-Compliant,2023-05-29 00:00:00,
PAY000853,EMP001951,CLI003034,CA,REG002783,127155,0,127155,CAD,2023-10-31,completed,Compliant,2023-10-31 00:00:00,2023-10-31 00:14:16
PAY000854,EMP001391,CLI004311,IN,REG001575,980464,0,980464,INR,2024-12-01,completed,Compliant,2024-12-01 00:00:00,2024-12-01 01:46:11
PAY000855,EMP003077,CLI002094,UK,REG002469,428930,0,428930,GBP,2025-01-27,failed,Non-Compliant,2025-01-27 00:00:00,
PAY000856,EMP004044,CLI003998,ZA,REG000056,551896,0,551896,ZAR,2024-10-12,completed,Compliant,2024-10-12 00:00:00,2024-10-12 00:59:34
PAY000857,EMP004907,CLI003078,BR,REG001745,212442,0,212442,BRL,2024-05-03,completed,Compliant,2024-05-03 00:00:00,2024-05-03 01:24:05
PAY000858,EMP003698,CLI001871,AU,REG000198,939987,0,939987,AUD,2024-12-24,failed,Non-Compliant,2024-12-24 00:00:00,
PAY000859,EMP003469,CLI000364,CA,REG002333,782893,0,782893,CAD,2024-12-29,completed,Compliant,2024-12-29 00:00:00,2024-12-29 01:54:39
PAY000860,EMP006085,CLI000469,IN,REG000654,727911,0,727911,INR,2023-11-15,failed,Non-Compliant,2023-11-15 00:00:00,
PAY000861,EMP006532,CLI003961,BR,REG001531,169046,0,169046,BRL,2025-04-22,failed,Non-Compliant,2025-04-22 00:00:00,
PAY000862,EMP005825,CLI002210,IN,REG000143,545758,0,545758,INR,2024-09-19,failed,Non-Compliant,2024-09-19 00:00:00,
PAY000863,EMP005743,CLI000800,UK,REG002112,705629,0,705629,GBP,2024-10-27,completed,Compliant,2024-10-27 00:00:00,2024-10-27 00:18:04
PAY000864,EMP001815,CLI001044,FR,REG001529,771874,0,771874,EUR,2025-03-16,completed,Compliant,2025-03-16 00:00:00,2025-03-16 01:12:58
PAY000865,EMP006569,CLI002867,JP,REG000455,896718,0,896718,JPY,2024-07-04,pending,Non-Compliant,2024-07-04 00:00:00,
PAY000866,EMP003943,CLI001467,IN,REG001656,539016,0,539016,INR,2024-06-07,completed,Compliant,2024-06-07 00:00:00,2024-06-07 00:38:54
PAY000867,EMP005878,CLI001648,UK,REG002542,929430,0,929430,GBP,2024-02-19,failed,Non-Compliant,2024-02-19 00:00:00,
PAY000868,EMP001028,CLI004113,CA,REG002674,540897,0,540897,CAD,2025-01-29,pending,Non-Compliant,2025-01-29 00:00:00,
PAY000869,EMP002772,CLI003464,AU,REG000459,712050,0,712050,AUD,2023-12-06,pending,Non-Compliant,2023-12-06 00:00:00,
PAY000870,EMP003205,CLI002937,AU,REG002744,163213,21218,141995,AUD,2024-09-15,failed,Non-Compliant,2024-09-15 00:00:00,
PAY000871,EMP006084,CLI003406,US,REG002566,723312,0,723312,USD,2023-12-06,completed,Compliant,2023-12-06 00:00:00,2023-12-06 00:47:36
PAY000872,EMP005548,CLI004769,US,REG002244,873644,0,873644,USD,2024-07-03,completed,Compliant,2024-07-03 00:00:00,2024-07-03 00:53:15
PAY000873,EMP002470,CLI001957,FR,REG000253,315562,0,315562,EUR,2023-08-16,failed,Non-Compliant,2023-08-16 00:00:00,
PAY000874,EMP003178,CLI002798,FR,REG001277,675304,155320,519984,EUR,2024-09-05,pending,Non-Compliant,2024-09-05 00:00:00,
PAY000875,EMP004658,CLI003385,JP,REG002109,207477,64318,143159,JPY,2025-04-17,pending,Non-Compliant,2025-04-17 00:00:00,
PAY000876,EMP000954,CLI001539,IN,REG000401,286345,0,286345,INR,2024-09-21,completed,Compliant,2024-09-21 00:00:00,2024-09-21 00:44:06
PAY000877,EMP001534,CLI000611,US,REG000741,915669,173977,741692,USD,2023-08-16,pending,Non-Compliant,2023-08-16 00:00:00,
PAY000878,EMP004184,CLI003310,BR,REG000756,455434,0,455434,BRL,2024-09-24,pending,Non-Compliant,2024-09-24 00:00:00,
PAY000879,EMP000551,CLI003519,DE,REG002823,173372,0,173372,EUR,2024-10-25,completed,Compliant,2024-10-25 00:00:00,2024-10-25 00:22:34
PAY000880,EMP004649,CLI004571,AU,REG002388,902783,0,902783,AUD,2024-03-16,failed,Non-Compliant,2024-03-16 00:00:00,
PAY000881,EMP006877,CLI002491,FR,REG001950,537476,0,537476,EUR,2025-05-16,failed,Non-Compliant,2025-05-16 00:00:00,
PAY000882,EMP004305,CLI004157,IN,REG002486,778298,217923,560375,INR,2025-01-11,failed,Non-Compliant,2025-01-11 00:00:00,
PAY000883,EMP005140,CLI004682,UK,REG002065,278377,52892,225485,GBP,2024-11-26,failed,Non-Compliant,2024-11-26 00:00:00,
PAY000884,EMP003480,CLI000417,UK,REG001181,412754,0,412754,GBP,2024-02-05,completed,Compliant,2024-02-05 00:00:00,2024-02-05 01:02:23
PAY000885,EMP002128,CLI001500,DE,REG001015,613633,122727,490906,EUR,2024-04-13,pending,Non-Compliant,2024-04-13 00:00:00,
PAY000886,EMP001478,CLI003456,BR,REG001745,758597,0,758597,BRL,2024-03-25,failed,Non-Compliant,2024-03-25 00:00:00,
PAY000887,EMP002051,CLI003954,UK,REG000724,103892,40518,63374,GBP,2023-12-06,completed,Compliant,2023-12-06 00:00:00,2023-12-06 00:19:45
PAY000888,EMP002306,CLI000081,US,REG002224,925043,0,925043,USD,2024-08-08,failed,Non-Compliant,2024-08-08 00:00:00,
PAY000889,EMP000906,CLI000884,DE,REG002324,283420,79358,204062,EUR,2024-08-04,pending,Non-Compliant,2024-08-04 00:00:00,
PAY000890,EMP006169,CLI003483,DE,REG002896,613601,122720,490881,EUR,2024-01-16,completed,Compliant,2024-01-16 00:00:00,2024-01-16 01:03:17
PAY000891,EMP001996,CLI004293,CA,REG002249,686427,0,686427,CAD,2023-10-05,failed,Non-Compliant,2023-10-05 00:00:00,
PAY000892,EMP002972,CLI001228,US,REG001927,831074,0,831074,USD,2024-12-26,completed,Compliant,2024-12-26 00:00:00,2024-12-26 00:06:31
PAY000893,EMP001423,CLI003853,US,REG001052,471905,0,471905,USD,2025-04-18,completed,Compliant,2025-04-18 00:00:00,2025-04-18 00:45:43
PAY000894,EMP001688,CLI003207,UK,REG001794,509296,0,509296,GBP,2023-08-02,pending,Non-Compliant,2023-08-02 00:00:00,
PAY000895,EMP005081,CLI000531,AU,REG001372,789716,0,789716,AUD,2023-06-26,completed,Compliant,2023-06-26 00:00:00,2023-06-26 01:05:22
PAY000896,EMP000015,CLI001778,BR,REG001502,854286,0,854286,BRL,2023-12-14,completed,Compliant,2023-12-14 00:00:00,2023-12-14 01:26:56
PAY000897,EMP006098,CLI001785,ZA,REG000758,282915,76387,206528,ZAR,2024-12-05,pending,Non-Compliant,2024-12-05 00:00:00,
PAY000898,EMP006163,CLI001426,ZA,REG000599,790290,0,790290,ZAR,2024-12-30,pending,Non-Compliant,2024-12-30 00:00:00,
PAY000899,EMP005811,CLI003120,DE,REG002119,878386,0,878386,EUR,2024-04-01,pending,Non-Compliant,2024-04-01 00:00:00,
PAY000900,EMP001695,CLI002797,IN,REG001658,715160,143032,572128,INR,2024-11-20,completed,Compliant,2024-11-20 00:00:00,2024-11-20 00:32:08
PAY000901,EMP006873,CLI001239,DE,REG002011,204342,0,204342,EUR,2024-01-25,completed,Compliant,2024-01-25 00:00:00,2024-01-25 01:04:42
PAY000902,EMP000105,CLI003516,UK,REG001236,102975,26774,76201,GBP,2023-10-10,failed,Non-Compliant,2023-10-10 00:00:00,
PAY000903,EMP006752,CLI003383,BR,REG001668,699577,0,699577,BRL,2025-03-13,failed,Non-Compliant,2025-03-13 00:00:00,
PAY000904,EMP001136,CLI000524,US,REG000273,401357,0,401357,USD,2024-01-29,failed,Non-Compliant,2024-01-29 00:00:00,
PAY000905,EMP005817,CLI000643,US,REG000515,690275,0,690275,USD,2024-05-14,completed,Compliant,2024-05-14 00:00:00,2024-05-14 00:24:39
PAY000906,EMP003822,CLI001712,AU,REG002577,127018,16512,110506,AUD,2023-09-13,failed,Non-Compliant,2023-09-13 00:00:00,
PAY000907,EMP005222,CLI001872,ZA,REG001834,446444,0,446444,ZAR,2023-06-11,pending,Non-Compliant,2023-06-11 00:00:00,
PAY000908,EMP003213,CLI000603,UK,REG001553,257668,0,257668,GBP,2023-08-25,pending,Non-Compliant,2023-08-25 00:00:00,
PAY000909,EMP005325,CLI004763,IN,REG001238,472731,184365,288366,INR,2025-01-17,completed,Compliant,2025-01-17 00:00:00,2025-01-17 01:42:47
PAY000910,EMP004222,CLI001647,US,REG001651,109154,0,109154,USD,2024-12-13,pending,Non-Compliant,2024-12-13 00:00:00,
PAY000911,EMP005602,CLI001417,US,REG002643,144324,31751,112573,USD,2023-07-08,failed,Non-Compliant,2023-07-08 00:00:00,
PAY000912,EMP005470,CLI001791,US,REG001633,849343,0,849343,USD,2024-02-12,completed,Compliant,2024-02-12 00:00:00,2024-02-12 01:01:55
PAY000913,EMP002826,CLI001645,JP,REG001197,768039,284174,483865,JPY,2023-06-07,failed,Non-Compliant,2023-06-07 00:00:00,
PAY000914,EMP001272,CLI003671,ZA,REG001216,408655,0,408655,ZAR,2025-01-26,failed,Non-Compliant,2025-01-26 00:00:00,
PAY000915,EMP005641,CLI000803,UK,REG001676,506465,116487,389978,GBP,2024-10-21,pending,Non-Compliant,2024-10-21 00:00:00,
PAY000916,EMP004768,CLI002044,UK,REG001729,831962,0,831962,GBP,2023-12-06,completed,Compliant,2023-12-06 00:00:00,2023-12-06 01:40:26
PAY000917,EMP000446,CLI004550,DE,REG001816,551193,0,551193,EUR,2024-09-27,pending,Non-Compliant,2024-09-27 00:00:00,
PAY000918,EMP000504,CLI003260,FR,REG002331,213221,0,213221,EUR,2024-10-01,completed,Compliant,2024-10-01 00:00:00,2024-10-01 01:43:50
PAY000919,EMP002701,CLI002392,UK,REG000769,864294,0,864294,GBP,2024-12-11,pending,Non-Compliant,2024-12-11 00:00:00,
PAY000920,EMP006516,CLI002912,IN,REG002851,165024,26404,138620,INR,2025-02-24,failed,Non-Compliant,2025-02-24 00:00:00,
PAY000921,EMP001310,CLI000032,US,REG002691,556911,55691,501220,USD,2024-09-03,completed,Compliant,2024-09-03 00:00:00,2024-09-03 01:48:32
PAY000922,EMP005841,CLI004809,CA,REG000387,208724,0,208724,CAD,2024-01-20,pending,Non-Compliant,2024-01-20 00:00:00,
PAY000923,EMP003824,CLI004705,BR,REG002395,472290,146410,325880,BRL,2024-11-08,pending,Non-Compliant,2024-11-08 00:00:00,
PAY000924,EMP000731,CLI003344,CA,REG001123,753294,0,753294,CAD,2024-05-30,pending,Non-Compliant,2024-05-30 00:00:00,
PAY000925,EMP002883,CLI001127,UK,REG002231,855230,0,855230,GBP,2024-09-18,pending,Non-Compliant,2024-09-18 00:00:00,
PAY000926,EMP004162,CLI003168,IN,REG000868,732824,227175,505649,INR,2023-08-25,completed,Compliant,2023-08-25 00:00:00,2023-08-25 01:37:46
PAY000927,EMP000889,CLI004616,BR,REG001652,342004,0,342004,BRL,2023-06-12,failed,Non-Compliant,2023-06-12 00:00:00,
PAY000928,EMP005459,CLI002158,DE,REG000139,606451,0,606451,EUR,2023-06-15,completed,Compliant,2023-06-15 00:00:00,2023-06-15 01:10:04
PAY000929,EMP004754,CLI002097,US,REG001753,703813,0,703813,USD,2023-09-05,completed,Compliant,2023-09-05 00:00:00,2023-09-05 01:30:54
PAY000930,EMP006064,CLI003352,BR,REG001594,532232,0,532232,BRL,2023-10-15,pending,Non-Compliant,2023-10-15 00:00:00,
PAY000931,EMP003236,CLI004442,CA,REG000407,893270,0,893270,CAD,2023-11-11,failed,Non-Compliant,2023-11-11 00:00:00,
PAY000932,EMP004391,CLI000134,DE,REG002099,662801,0,662801,EUR,2024-12-05,pending,Non-Compliant,2024-12-05 00:00:00,
PAY000933,EMP006364,CLI000740,JP,REG000206,905314,144850,760464,JPY,2025-01-05,failed,Non-Compliant,2025-01-05 00:00:00,
PAY000934,EMP005713,CLI003279,JP,REG002095,412011,0,412011,JPY,2024-09-23,failed,Non-Compliant,2024-09-23 00:00:00,
PAY000935,EMP006101,CLI001706,AU,REG002296,268757,45689,223068,AUD,2023-08-31,failed,Non-Compliant,2023-08-31 00:00:00,
PAY000936,EMP004622,CLI003142,UK,REG001831,780953,0,780953,GBP,2024-04-16,failed,Non-Compliant,2024-04-16 00:00:00,
PAY000937,EMP006611,CLI001263,FR,REG000080,621256,0,621256,EUR,2024-04-26,completed,Compliant,2024-04-26 00:00:00,2024-04-26 00:38:28
PAY000938,EMP005219,CLI002680,DE,REG002194,473562,0,473562,EUR,2023-07-24,completed,Compliant,2023-07-24 00:00:00,2023-07-24 00:18:06
PAY000939,EMP005499,CLI004350,UK,REG001206,130904,23563,107341,GBP,2024-10-13,pending,Non-Compliant,2024-10-13 00:00:00,
PAY000940,EMP004036,CLI000005,ZA,REG002481,995721,0,995721,ZAR,2023-12-25,completed,Compliant,2023-12-25 00:00:00,2023-12-25 00:55:58
PAY000941,EMP005479,CLI001758,FR,REG000690,912143,0,912143,EUR,2024-02-15,completed,Compliant,2024-02-15 00:00:00,2024-02-15 01:48:57
PAY000942,EMP004510,CLI004733,IN,REG002922,949153,0,949153,INR,2023-12-25,completed,Compliant,2023-12-25 00:00:00,2023-12-25 00:24:00
PAY000943,EMP005061,CLI003511,AU,REG002192,867184,0,867184,AUD,2025-01-16,pending,Non-Compliant,2025-01-16 00:00:00,
PAY000944,EMP001800,CLI003635,ZA,REG002061,949832,0,949832,ZAR,2023-10-15,completed,Compliant,2023-10-15 00:00:00,2023-10-15 00:28:44
PAY000945,EMP001831,CLI003074,ZA,REG001373,552958,105062,447896,ZAR,2023-05-30,pending,Non-Compliant,2023-05-30 00:00:00,
PAY000946,EMP002962,CLI000824,FR,REG002169,100865,0,100865,EUR,2024-10-21,pending,Non-Compliant,2024-10-21 00:00:00,
PAY000947,EMP004745,CLI002670,FR,REG000006,465069,111617,353452,EUR,2023-06-07,pending,Non-Compliant,2023-06-07 00:00:00,
PAY000948,EMP004017,CLI000278,UK,REG001473,630058,0,630058,GBP,2024-07-22,completed,Compliant,2024-07-22 00:00:00,2024-07-22 01:01:45
PAY000949,EMP002602,CLI001648,AU,REG001267,836831,0,836831,AUD,2024-03-17,pending,Non-Compliant,2024-03-17 00:00:00,
PAY000950,EMP004923,CLI000046,AU,REG001162,453223,172225,280998,AUD,2023-08-17,completed,Compliant,2023-08-17 00:00:00,2023-08-17 01:28:45
PAY000951,EMP004836,CLI004503,DE,REG001673,988960,0,988960,EUR,2024-06-19,pending,Non-Compliant,2024-06-19 00:00:00,
PAY000952,EMP005355,CLI001974,ZA,REG002474,771637,0,771637,ZAR,2024-06-12,pending,Non-Compliant,2024-06-12 00:00:00,
PAY000953,EMP005887,CLI004117,BR,REG000251,565736,203665,362071,BRL,2024-12-05,pending,Non-Compliant,2024-12-05 00:00:00,
PAY000954,EMP003512,CLI001739,DE,REG002580,152320,0,152320,EUR,2024-02-12,completed,Compliant,2024-02-12 00:00:00,2024-02-12 00:24:20
PAY000955,EMP000774,CLI003460,IN,REG000738,820724,0,820724,INR,2023-06-22,failed,Non-Compliant,2023-06-22 00:00:00,
PAY000956,EMP006874,CLI004164,UK,REG002097,384613,0,384613,GBP,2024-09-05,completed,Compliant,2024-09-05 00:00:00,2024-09-05 01:58:14
PAY000957,EMP000398,CLI000423,FR,REG000155,395001,47400,347601,EUR,2024-01-14,failed,Non-Compliant,2024-01-14 00:00:00,
PAY000958,EMP002505,CLI002584,BR,REG000062,801622,152308,649314,BRL,2024-08-13,completed,Compliant,2024-08-13 00:00:00,2024-08-13 00:50:01
PAY000959,EMP004983,CLI000209,IN,REG002440,111696,0,111696,INR,2023-07-02,failed,Non-Compliant,2023-07-02 00:00:00,
PAY000960,EMP000576,CLI002623,BR,REG000288,505670,0,505670,BRL,2024-11-03,completed,Compliant,2024-11-03 00:00:00,2024-11-03 01:05:11
PAY000961,EMP002110,CLI001898,BR,REG002043,925907,111109,814798,BRL,2024-04-08,pending,Non-Compliant,2024-04-08 00:00:00,
PAY000962,EMP005167,CLI001998,BR,REG001531,546532,0,546532,BRL,2023-11-14,failed,Non-Compliant,2023-11-14 00:00:00,
PAY000963,EMP006918,CLI004700,DE,REG001937,308779,0,308779,EUR,2024-01-25,failed,Non-Compliant,2024-01-25 00:00:00,
PAY000964,EMP005211,CLI000857,UK,REG000183,643944,0,643944,GBP,2024-01-23,failed,Non-Compliant,2024-01-23 00:00:00,
PAY000965,EMP001725,CLI004712,IN,REG000579,578016,0,578016,INR,2023-08-11,failed,Non-Compliant,2023-08-11 00:00:00,
PAY000966,EMP003096,CLI001647,US,REG002665,571308,0,571308,USD,2024-12-11,completed,Compliant,2024-12-11 00:00:00,2024-12-11 00:22:22
PAY000967,EMP000108,CLI004436,BR,REG001750,213267,34123,179144,BRL,2025-04-18,pending,Non-Compliant,2025-04-18 00:00:00,
PAY000968,EMP005221,CLI001434,IN,REG001257,813655,0,813655,INR,2023-08-04,failed,Non-Compliant,2023-08-04 00:00:00,
PAY000969,EMP002936,CLI000342,JP,REG000343,177928,0,177928,JPY,2024-03-26,completed,Compliant,2024-03-26 00:00:00,2024-03-26 01:48:56
PAY000970,EMP001608,CLI000117,CA,REG001722,370208,0,370208,CAD,2024-01-13,failed,Non-Compliant,2024-01-13 00:00:00,
PAY000971,EMP004733,CLI001486,BR,REG001468,695648,0,695648,BRL,2024-04-29,completed,Compliant,2024-04-29 00:00:00,2024-04-29 00:38:14
PAY000972,EMP002568,CLI004830,IN,REG002368,662370,251701,410669,INR,2023-10-27,failed,Non-Compliant,2023-10-27 00:00:00,
PAY000973,EMP000297,CLI003667,ZA,REG001096,322212,45110,277102,ZAR,2024-12-18,completed,Compliant,2024-12-18 00:00:00,2024-12-18 01:07:49
PAY000974,EMP005565,CLI003524,US,REG002255,450270,0,450270,USD,2023-06-03,pending,Non-Compliant,2023-06-03 00:00:00,
PAY000975,EMP000297,CLI004289,ZA,REG002967,848252,0,848252,ZAR,2024-05-29,pending,Non-Compliant,2024-05-29 00:00:00,
PAY000976,EMP004728,CLI002537,BR,REG001594,904819,0,904819,BRL,2024-08-27,completed,Compliant,2024-08-27 00:00:00,2024-08-27 01:35:03
PAY000977,EMP000136,CLI003853,ZA,REG001009,650705,0,650705,ZAR,2024-07-16,failed,Non-Compliant,2024-07-16 00:00:00,
PAY000978,EMP004506,CLI002377,CA,REG000999,515022,97854,417168,CAD,2024-09-15,failed,Non-Compliant,2024-09-15 00:00:00,
PAY000979,EMP005481,CLI003337,ZA,REG000941,575243,0,575243,ZAR,2025-05-24,completed,Compliant,2025-05-24 00:00:00,2025-05-24 01:04:12
PAY000980,EMP001956,CLI001675,ZA,REG000764,780605,0,780605,ZAR,2023-07-09,failed,Non-Compliant,2023-07-09 00:00:00,
PAY000981,EMP005190,CLI003152,AU,REG002319,107671,0,107671,AUD,2025-04-08,failed,Non-Compliant,2025-04-08 00:00:00,
PAY000982,EMP006161,CLI003865,AU,REG001846,558819,0,558819,AUD,2024-02-20,completed,Compliant,2024-02-20 00:00:00,2024-02-20 01:46:02
PAY000983,EMP001002,CLI004513,ZA,REG001602,603316,193061,410255,ZAR,2023-10-09,pending,Non-Compliant,2023-10-09 00:00:00,
PAY000984,EMP002668,CLI000636,FR,REG000624,300937,36112,264825,EUR,2024-11-27,completed,Compliant,2024-11-27 00:00:00,2024-11-27 01:44:51
PAY000985,EMP006657,CLI002794,DE,REG002251,473465,0,473465,EUR,2024-12-30,failed,Non-Compliant,2024-12-30 00:00:00,
PAY000986,EMP003585,CLI004041,AU,REG002319,857994,0,857994,AUD,2024-08-08,pending,Non-Compliant,2024-08-08 00:00:00,
PAY000987,EMP000585,CLI004576,ZA,REG002752,988784,0,988784,ZAR,2023-06-25,completed,Compliant,2023-06-25 00:00:00,2023-06-25 01:35:11
PAY000988,EMP004527,CLI000483,DE,REG002896,786915,157383,629532,EUR,2023-10-01,completed,Compliant,2023-10-01 00:00:00,2023-10-01 01:45:42
PAY000989,EMP001278,CLI003586,CA,REG002537,387631,0,387631,CAD,2025-03-31,pending,Non-Compliant,2025-03-31 00:00:00,
PAY000990,EMP002210,CLI001521,US,REG000141,553133,116158,436975,USD,2024-08-30,pending,Non-Compliant,2024-08-30 00:00:00,
PAY000991,EMP001951,CLI004004,CA,REG000063,475881,176076,299805,CAD,2025-05-25,completed,Compliant,2025-05-25 00:00:00,2025-05-25 00:49:06
PAY000992,EMP004340,CLI002181,AU,REG002538,635170,0,635170,AUD,2025-01-22,completed,Compliant,2025-01-22 00:00:00,2025-01-22 01:19:21
PAY000993,EMP006222,CLI001433,DE,REG002848,696151,0,696151,EUR,2024-11-15,pending,Non-Compliant,2024-11-15 00:00:00,
PAY000994,EMP003096,CLI003812,US,REG001863,775584,0,775584,USD,2025-03-11,pending,Non-Compliant,2025-03-11 00:00:00,
PAY000995,EMP000525,CLI003393,JP,REG001087,353624,0,353624,JPY,2023-11-07,pending,Non-Compliant,2023-11-07 00:00:00,
PAY000996,EMP003904,CLI002532,JP,REG001498,427140,0,427140,JPY,2023-10-26,failed,Non-Compliant,2023-10-26 00:00:00,
PAY000997,EMP002591,CLI001455,ZA,REG001098,420759,122020,298739,ZAR,2025-02-03,pending,Non-Compliant,2025-02-03 00:00:00,
PAY000998,EMP002911,CLI002434,AU,REG002296,370404,62969,307435,AUD,2025-03-06,failed,Non-Compliant,2025-03-06 00:00:00,
PAY000999,EMP005553,CLI002647,BR,REG002901,231595,0,231595,BRL,2024-06-11,failed,Non-Compliant,2024-06-11 00:00:00,
PAY001000,EMP001142,CLI004944,CA,REG002025,859270,0,859270,CAD,2025-05-22,failed,Non-Compliant,2025-05-22 00:00:00,
PAY001001,EMP004697,CLI004264,DE,REG000233,201252,0,201252,EUR,2023-10-12,failed,Non-Compliant,2023-10-12 00:00:00,
PAY001002,EMP002992,CLI003545,IN,REG000559,837041,0,837041,INR,2023-10-11,completed,Compliant,2023-10-11 00:00:00,2023-10-11 00:41:53
PAY001003,EMP003902,CLI002619,IN,REG001252,589101,0,589101,INR,2023-06-04,completed,Compliant,2023-06-04 00:00:00,2023-06-04 00:45:15
PAY001004,EMP003767,CLI004050,JP,REG002430,762426,0,762426,JPY,2024-10-28,pending,Non-Compliant,2024-10-28 00:00:00,
PAY001005,EMP000303,CLI004358,CA,REG001813,694917,201526,493391,CAD,2025-01-06,completed,Compliant,2025-01-06 00:00:00,2025-01-06 01:31:36
PAY001006,EMP000075,CLI000554,US,REG002870,553604,0,553604,USD,2023-06-17,completed,Compliant,2023-06-17 00:00:00,2023-06-17 00:29:53
PAY001007,EMP004775,CLI000495,BR,REG001134,490526,0,490526,BRL,2024-03-04,pending,Non-Compliant,2024-03-04 00:00:00,
PAY001008,EMP001453,CLI003508,US,REG002619,558231,178634,379597,USD,2024-04-24,pending,Non-Compliant,2024-04-24 00:00:00,
PAY001009,EMP000422,CLI002818,AU,REG001184,369276,132939,236337,AUD,2023-06-18,failed,Non-Compliant,2023-06-18 00:00:00,
PAY001010,EMP003086,CLI001692,UK,REG001088,316940,0,316940,GBP,2025-01-07,failed,Non-Compliant,2025-01-07 00:00:00,
PAY001011,EMP006368,CLI002462,UK,REG002809,235657,0,235657,GBP,2023-09-10,failed,Non-Compliant,2023-09-10 00:00:00,
PAY001012,EMP005109,CLI000439,BR,REG001855,351007,0,351007,BRL,2025-02-28,completed,Compliant,2025-02-28 00:00:00,2025-02-28 00:42:35
PAY001013,EMP002777,CLI002762,CA,REG000407,877218,0,877218,CAD,2024-12-31,pending,Non-Compliant,2024-12-31 00:00:00,
PAY001014,EMP005918,CLI001093,IN,REG002447,944710,0,944710,INR,2024-02-03,failed,Non-Compliant,2024-02-03 00:00:00,
PAY001015,EMP003296,CLI001659,DE,REG000962,589524,0,589524,EUR,2024-10-14,failed,Non-Compliant,2024-10-14 00:00:00,
PAY001016,EMP006587,CLI001190,DE,REG000874,995833,0,995833,EUR,2023-11-25,pending,Non-Compliant,2023-11-25 00:00:00,
