audit_id,employee_id,regulation_id,check_date,result,violation_details
AUD000419,EMP002403,REG001842,2024-11-14,fail,Violation in Employee Benefits
AUD000420,EMP002336,REG002412,2024-11-12,fail,Violation in Overtime Pay
AUD000421,EMP000191,REG002200,2023-07-15,pass,
AUD000422,EMP004267,REG001705,2025-01-13,fail,Violation in Employee Benefits
AUD000423,EMP004522,REG002401,2023-10-08,pass,
AUD000424,EMP002556,REG002656,2024-11-19,fail,Violation in Social Security
AUD000425,EMP003393,REG001439,2025-03-24,pass,
AUD000426,EMP001365,REG002180,2024-08-13,fail,Violation in Employee Benefits
AUD000427,EMP002524,REG000514,2025-04-25,pass,
AUD000428,EMP005947,REG001588,2023-11-21,fail,Violation in Income Tax
AUD000429,EMP002980,REG000805,2024-08-06,fail,Violation in Payroll Reporting
AUD000430,EMP003718,REG000250,2025-03-05,pass,
AUD000431,EMP005262,REG001664,2024-12-17,fail,Violation in Employee Benefits
AUD000432,EMP001325,REG001826,2023-10-16,fail,Violation in Income Tax
AUD000433,EMP006196,REG002764,2023-07-22,pass,
AUD000434,EMP004422,REG000292,2024-09-22,fail,Violation in Overtime Pay
AUD000435,EMP001030,REG002140,2025-05-19,pass,
AUD000436,EMP000217,REG000222,2024-11-20,fail,Violation in Social Security
AUD000437,EMP002087,REG001940,2024-01-23,pass,
AUD000438,EMP006688,REG000515,2023-08-02,fail,Violation in Overtime Pay
AUD000439,EMP005890,REG001295,2023-07-31,fail,Violation in Overtime Pay
AUD000440,EMP000320,REG001861,2025-02-10,fail,Violation in Payroll Reporting
AUD000441,EMP005198,REG001611,2023-11-21,pass,
AUD000442,EMP001316,REG001220,2025-03-11,fail,Violation in Income Tax
AUD000443,EMP002742,REG001884,2023-11-29,pass,
AUD000444,EMP004220,REG002915,2024-11-20,pass,
AUD000445,EMP005944,REG001093,2023-11-20,pass,
AUD000446,EMP005356,REG000445,2023-06-30,fail,Violation in Payroll Reporting
AUD000447,EMP004763,REG001447,2023-11-01,pass,
AUD000448,EMP002929,REG001702,2025-02-14,fail,Violation in Payroll Reporting
AUD000449,EMP004734,REG000848,2023-05-30,pass,
AUD000450,EMP006105,REG000030,2024-04-02,fail,Violation in Overtime Pay
AUD000451,EMP003519,REG002315,2024-09-18,fail,Violation in Income Tax
AUD000452,EMP001700,REG001307,2024-07-15,fail,Violation in Income Tax
AUD000453,EMP005001,REG002272,2023-08-02,pass,
AUD000454,EMP000286,REG002695,2024-04-07,pass,
AUD000455,EMP000175,REG000691,2023-07-07,pass,
AUD000456,EMP000000,REG000171,2024-05-27,pass,
AUD000457,EMP001681,REG000868,2024-03-17,fail,Violation in Social Security
AUD000458,EMP003270,REG002354,2024-04-03,pass,
AUD000459,EMP003821,REG002992,2024-03-16,pass,
AUD000460,EMP004162,REG002659,2023-09-29,fail,Violation in Minimum Wage
AUD000461,EMP006522,REG001247,2024-08-12,fail,Violation in Payroll Reporting
AUD000462,EMP005685,REG000381,2024-07-20,fail,Violation in Social Security
AUD000463,EMP001176,REG002842,2025-05-08,fail,Violation in Social Security
AUD000464,EMP006374,REG002082,2024-08-29,fail,Violation in Overtime Pay
AUD000465,EMP000028,REG000762,2023-09-26,fail,Violation in Minimum Wage
AUD000466,EMP006262,REG000819,2025-04-09,fail,Violation in Payroll Reporting
AUD000467,EMP000511,REG000400,2025-01-28,pass,
AUD000468,EMP001090,REG000577,2025-01-04,fail,Violation in Employee Benefits
AUD000469,EMP001649,REG001869,2023-10-29,pass,
AUD000470,EMP003739,REG001665,2024-10-30,pass,
AUD000471,EMP003941,REG000444,2024-08-23,fail,Violation in Social Security
AUD000472,EMP003236,REG001915,2024-07-05,pass,
AUD000473,EMP003079,REG000898,2024-01-01,fail,Violation in Social Security
AUD000474,EMP001116,REG002896,2024-02-07,pass,
AUD000475,EMP001741,REG002537,2024-04-09,pass,
AUD000476,EMP000896,REG000202,2024-03-15,fail,Violation in Overtime Pay
AUD000477,EMP005588,REG000189,2023-11-03,pass,
AUD000478,EMP003592,REG002426,2023-07-02,fail,Violation in Income Tax
AUD000479,EMP002527,REG002134,2025-02-24,pass,
AUD000480,EMP004417,REG001085,2023-07-11,fail,Violation in Social Security
AUD000481,EMP004580,REG001781,2024-05-27,fail,Violation in Social Security
AUD000482,EMP004706,REG000610,2025-02-06,fail,Violation in Income Tax
AUD000483,EMP006089,REG001614,2025-01-25,pass,
AUD000484,EMP003733,REG002827,2024-08-06,pass,
AUD000485,EMP000779,REG000719,2023-12-06,pass,
AUD000486,EMP001823,REG000615,2023-06-06,fail,Violation in Payroll Reporting
AUD000487,EMP006994,REG001317,2024-05-11,fail,Violation in Employee Benefits
AUD000488,EMP004903,REG002321,2024-12-10,fail,Violation in Social Security
AUD000489,EMP001417,REG000496,2024-11-28,fail,Violation in Payroll Reporting
AUD000490,EMP002348,REG000323,2024-10-24,pass,
AUD000491,EMP006878,REG001127,2025-03-18,fail,Violation in Social Security
AUD000492,EMP002854,REG000557,2024-02-09,fail,Violation in Income Tax
AUD000493,EMP000872,REG001796,2024-07-07,fail,Violation in Overtime Pay
AUD000494,EMP004596,REG001984,2024-02-01,fail,Violation in Income Tax
AUD000495,EMP004327,REG002765,2023-10-12,pass,
AUD000496,EMP001553,REG002582,2025-04-22,pass,
AUD000497,EMP005306,REG000692,2024-08-24,fail,Violation in Payroll Reporting
AUD000498,EMP004334,REG002052,2025-03-30,pass,
AUD000499,EMP001305,REG002951,2024-07-29,fail,Violation in Social Security
AUD000500,EMP005699,REG002976,2023-09-27,fail,Violation in Social Security
AUD000501,EMP001764,REG001954,2024-03-24,fail,Violation in Social Security
AUD000502,EMP002914,REG000074,2023-11-21,pass,
AUD000503,EMP001156,REG000312,2024-09-01,pass,
AUD000504,EMP002150,REG002823,2024-12-31,fail,Violation in Payroll Reporting
AUD000505,EMP001058,REG001857,2024-08-17,pass,
AUD000506,EMP002759,REG002805,2024-07-15,fail,Violation in Overtime Pay
AUD000507,EMP001938,REG000026,2023-10-17,pass,
AUD000508,EMP006338,REG002663,2025-02-23,fail,Violation in Income Tax
AUD000509,EMP002988,REG001309,2023-12-03,fail,Violation in Social Security
AUD000510,EMP000475,REG001630,2023-07-16,fail,Violation in Employee Benefits
AUD000511,EMP002098,REG001734,2025-02-02,pass,
AUD000512,EMP002128,REG001543,2024-05-15,pass,
AUD000513,EMP006312,REG000389,2025-01-08,pass,
AUD000514,EMP001120,REG000193,2023-06-27,pass,
AUD000515,EMP004131,REG002819,2024-01-21,fail,Violation in Payroll Reporting
AUD000516,EMP000013,REG002154,2024-01-16,pass,
AUD000517,EMP002022,REG002304,2023-09-08,pass,
AUD000518,EMP006944,REG001703,2023-11-11,pass,
AUD000519,EMP000546,REG000744,2025-03-07,pass,
AUD000520,EMP006590,REG000020,2024-08-14,pass,
AUD000521,EMP002345,REG002028,2023-09-12,fail,Violation in Minimum Wage
AUD000522,EMP004986,REG002489,2023-11-04,fail,Violation in Payroll Reporting
AUD000523,EMP001181,REG000410,2023-09-08,pass,
AUD000524,EMP000495,REG002531,2024-12-08,fail,Violation in Income Tax
AUD000525,EMP004515,REG002199,2024-12-24,fail,Violation in Income Tax
AUD000526,EMP002454,REG000905,2024-02-19,fail,Violation in Employee Benefits
AUD000527,EMP005551,REG001613,2023-07-04,fail,Violation in Minimum Wage
AUD000528,EMP005771,REG002470,2023-09-25,fail,Violation in Income Tax
AUD000529,EMP006658,REG000663,2024-09-01,pass,
AUD000530,EMP001354,REG000297,2024-02-18,fail,Violation in Minimum Wage
AUD000531,EMP006609,REG001560,2024-11-11,fail,Violation in Income Tax
AUD000532,EMP006606,REG000563,2024-12-31,fail,Violation in Minimum Wage
AUD000533,EMP000725,REG000131,2024-07-08,fail,Violation in Minimum Wage
AUD000534,EMP003135,REG002786,2023-06-20,pass,
AUD000535,EMP004919,REG000668,2025-02-15,pass,
AUD000536,EMP005717,REG001985,2025-05-18,pass,
AUD000537,EMP003814,REG000030,2023-07-03,fail,Violation in Overtime Pay
AUD000538,EMP002057,REG002738,2024-06-20,fail,Violation in Payroll Reporting
AUD000539,EMP001160,REG001210,2024-11-28,fail,Violation in Income Tax
AUD000540,EMP006215,REG002512,2024-04-06,pass,
AUD000541,EMP004600,REG002967,2025-05-19,fail,Violation in Employee Benefits
AUD000542,EMP000676,REG002644,2024-08-05,fail,Violation in Overtime Pay
AUD000543,EMP005207,REG000716,2023-10-06,pass,
AUD000544,EMP002491,REG002545,2024-09-30,fail,Violation in Payroll Reporting
AUD000545,EMP000190,REG000199,2025-01-27,fail,Violation in Payroll Reporting
AUD000546,EMP004268,REG001001,2025-01-23,pass,
AUD000547,EMP005628,REG002309,2024-10-23,fail,Violation in Social Security
AUD000548,EMP001062,REG002326,2024-01-19,pass,
AUD000549,EMP001393,REG001833,2023-09-10,fail,Violation in Minimum Wage
AUD000550,EMP001747,REG000816,2023-08-30,fail,Violation in Overtime Pay
AUD000551,EMP006902,REG001581,2024-01-05,pass,
AUD000552,EMP004575,REG001177,2025-01-27,pass,
AUD000553,EMP005707,REG001911,2025-03-13,pass,
AUD000554,EMP001044,REG001711,2024-08-29,pass,
AUD000555,EMP003486,REG001003,2023-09-21,fail,Violation in Payroll Reporting
AUD000556,EMP004337,REG001035,2025-04-30,fail,Violation in Income Tax
AUD000557,EMP001930,REG000772,2024-12-06,pass,
AUD000558,EMP000023,REG000351,2025-05-24,fail,Violation in Payroll Reporting
AUD000559,EMP003365,REG001268,2024-12-12,fail,Violation in Payroll Reporting
AUD000560,EMP003954,REG001836,2023-05-27,pass,
AUD000561,EMP002039,REG002465,2023-06-05,pass,
AUD000562,EMP006504,REG002903,2024-06-27,fail,Violation in Employee Benefits
AUD000563,EMP006059,REG001482,2024-08-11,pass,
AUD000564,EMP004435,REG001818,2024-06-01,pass,
AUD000565,EMP000505,REG001040,2025-05-15,fail,Violation in Overtime Pay
AUD000566,EMP000861,REG000263,2024-01-16,pass,
AUD000567,EMP005670,REG000077,2023-06-28,fail,Violation in Income Tax
AUD000568,EMP006190,REG001326,2023-09-08,pass,
AUD000569,EMP001784,REG000194,2023-08-05,fail,Violation in Employee Benefits
AUD000570,EMP006254,REG000237,2025-03-09,pass,
AUD000571,EMP006697,REG002767,2025-02-07,pass,
AUD000572,EMP006717,REG001226,2024-05-30,pass,
AUD000573,EMP005436,REG002808,2023-07-15,fail,Violation in Minimum Wage
AUD000574,EMP005708,REG000142,2024-12-08,pass,
AUD000575,EMP005972,REG002813,2025-01-31,fail,Violation in Employee Benefits
AUD000576,EMP003311,REG002363,2024-09-30,fail,Violation in Income Tax
AUD000577,EMP005463,REG002531,2025-01-23,fail,Violation in Income Tax
AUD000578,EMP003060,REG001883,2024-03-09,fail,Violation in Minimum Wage
AUD000579,EMP001273,REG000990,2023-07-03,fail,Violation in Payroll Reporting
AUD000580,EMP001516,REG002338,2023-07-29,fail,Violation in Employee Benefits
AUD000581,EMP003196,REG002923,2024-09-16,fail,Violation in Overtime Pay
AUD000582,EMP003830,REG001959,2023-12-07,fail,Violation in Income Tax
AUD000583,EMP005678,REG002456,2025-01-21,fail,Violation in Social Security
AUD000584,EMP002553,REG000679,2024-10-17,pass,
AUD000585,EMP004048,REG002648,2023-08-10,fail,Violation in Social Security
AUD000586,EMP000188,REG000453,2025-05-23,pass,
AUD000587,EMP001199,REG001764,2024-10-20,pass,
AUD000588,EMP005799,REG001980,2023-07-24,fail,Violation in Income Tax
AUD000589,EMP002557,REG002883,2024-05-14,fail,Violation in Payroll Reporting
AUD000590,EMP001127,REG000926,2025-05-02,pass,
AUD000591,EMP000738,REG002179,2025-05-10,fail,Violation in Employee Benefits
AUD000592,EMP000475,REG001709,2023-07-25,pass,
AUD000593,EMP001563,REG002420,2024-08-10,pass,
AUD000594,EMP002249,REG002869,2024-03-11,fail,Violation in Minimum Wage
AUD000595,EMP000620,REG001515,2024-12-25,pass,
AUD000596,EMP006117,REG000121,2025-01-12,pass,
AUD000597,EMP005443,REG001842,2023-07-29,fail,Violation in Employee Benefits
AUD000598,EMP004085,REG002140,2023-10-28,pass,
AUD000599,EMP000984,REG000897,2024-01-20,fail,Violation in Payroll Reporting
AUD000600,EMP000415,REG001432,2024-01-06,pass,
AUD000601,EMP004238,REG001800,2024-08-29,pass,
AUD000602,EMP003072,REG000806,2024-02-27,pass,
AUD000603,EMP000556,REG002761,2024-07-14,fail,Violation in Employee Benefits
AUD000604,EMP005237,REG001730,2024-12-28,pass,
AUD000605,EMP001786,REG002667,2023-05-29,pass,
AUD000606,EMP005174,REG001492,2023-08-15,fail,Violation in Employee Benefits
AUD000607,EMP003833,REG002329,2023-09-14,pass,
AUD000608,EMP000511,REG002029,2024-12-24,fail,Violation in Employee Benefits
AUD000609,EMP004393,REG001805,2023-07-12,pass,
AUD000610,EMP003719,REG002446,2024-04-24,fail,Violation in Overtime Pay
AUD000611,EMP002457,REG002125,2023-11-15,pass,
AUD000612,EMP002828,REG002633,2023-10-16,fail,Violation in Income Tax
AUD000613,EMP001794,REG000124,2025-02-11,pass,
AUD000614,EMP005836,REG002643,2025-01-07,fail,Violation in Social Security
AUD000615,EMP004321,REG000515,2024-01-15,fail,Violation in Overtime Pay
AUD000616,EMP005483,REG001435,2025-03-22,pass,
AUD000617,EMP004642,REG002594,2024-06-29,pass,
AUD000618,EMP003344,REG002626,2024-07-24,fail,Violation in Social Security
AUD000619,EMP003357,REG000598,2024-08-15,pass,
AUD000620,EMP003768,REG001525,2024-05-14,pass,
AUD000621,EMP002595,REG001995,2023-08-08,pass,
AUD000622,EMP000812,REG001690,2023-09-20,fail,Violation in Income Tax
AUD000623,EMP002980,REG000519,2024-09-01,pass,
AUD000624,EMP004044,REG001391,2024-08-28,pass,
AUD000625,EMP004607,REG002690,2023-07-27,fail,Violation in Social Security
AUD000626,EMP006514,REG002862,2024-01-06,fail,Violation in Social Security
AUD000627,EMP000855,REG000467,2023-11-21,fail,Violation in Employee Benefits
AUD000628,EMP004544,REG002813,2023-08-31,pass,
AUD000629,EMP000525,REG002826,2023-10-31,pass,
AUD000630,EMP006012,REG002542,2024-11-14,fail,Violation in Employee Benefits
AUD000631,EMP006831,REG000732,2024-02-16,fail,Violation in Payroll Reporting
AUD000632,EMP000064,REG000418,2023-11-06,pass,
AUD000633,EMP003396,REG002401,2024-01-20,pass,
AUD000634,EMP005257,REG000554,2025-02-21,fail,Violation in Overtime Pay
AUD000635,EMP006212,REG001975,2023-10-27,pass,
AUD000636,EMP005309,REG001296,2023-12-26,pass,
AUD000637,EMP000493,REG001957,2025-02-19,pass,
AUD000638,EMP003066,REG000319,2023-11-12,pass,
AUD000639,EMP003307,REG002688,2025-02-16,fail,Violation in Minimum Wage
AUD000640,EMP004997,REG000049,2024-04-15,fail,Violation in Minimum Wage
AUD000641,EMP002176,REG001145,2024-08-02,fail,Violation in Employee Benefits
AUD000642,EMP006257,REG000727,2025-04-05,fail,Violation in Minimum Wage
AUD000643,EMP004519,REG000583,2024-05-30,pass,
AUD000644,EMP004953,REG001421,2023-12-18,fail,Violation in Overtime Pay
AUD000645,EMP000684,REG000004,2024-05-15,pass,
AUD000646,EMP005456,REG001145,2024-09-06,pass,
AUD000647,EMP004068,REG000499,2024-09-09,pass,
AUD000648,EMP006682,REG002454,2023-09-24,pass,
AUD000649,EMP001032,REG001673,2024-02-16,fail,Violation in Employee Benefits
AUD000650,EMP002993,REG000789,2025-01-15,pass,
AUD000651,EMP001482,REG001228,2025-03-23,pass,
AUD000652,EMP006610,REG001024,2024-11-13,fail,Violation in Income Tax
AUD000653,EMP004167,REG002916,2024-09-04,pass,
AUD000654,EMP002659,REG002083,2024-09-30,fail,Violation in Income Tax
AUD000655,EMP006551,REG001023,2023-12-25,pass,
AUD000656,EMP003627,REG000658,2023-10-29,pass,
AUD000657,EMP006038,REG000316,2024-02-11,fail,Violation in Income Tax
AUD000658,EMP006884,REG001918,2024-05-08,pass,
AUD000659,EMP006314,REG000356,2024-11-04,pass,
AUD000660,EMP004300,REG002123,2024-01-20,fail,Violation in Payroll Reporting
AUD000661,EMP000132,REG000356,2025-04-17,fail,Violation in Employee Benefits
AUD000662,EMP004378,REG001035,2023-08-16,fail,Violation in Income Tax
AUD000663,EMP000163,REG001628,2023-09-10,fail,Violation in Payroll Reporting
AUD000664,EMP002418,REG001772,2025-01-04,pass,
AUD000665,EMP000894,REG002908,2024-04-10,pass,
AUD000666,EMP001821,REG000510,2023-06-06,pass,
AUD000667,EMP002941,REG001500,2024-03-24,fail,Violation in Minimum Wage
AUD000668,EMP000029,REG002510,2023-11-14,pass,
AUD000669,EMP002096,REG000490,2023-07-20,pass,
AUD000670,EMP002931,REG000091,2023-07-07,fail,Violation in Employee Benefits
AUD000671,EMP002279,REG000047,2025-05-07,fail,Violation in Social Security
AUD000672,EMP006997,REG002355,2025-03-04,fail,Violation in Income Tax
AUD000673,EMP006153,REG002703,2024-12-20,pass,
AUD000674,EMP005322,REG002646,2024-10-13,fail,Violation in Payroll Reporting
AUD000675,EMP005667,REG000589,2024-05-05,fail,Violation in Overtime Pay
AUD000676,EMP001571,REG002220,2023-12-21,pass,
AUD000677,EMP001552,REG000421,2025-05-20,fail,Violation in Minimum Wage
AUD000678,EMP002728,REG001139,2024-10-29,fail,Violation in Income Tax
AUD000679,EMP004528,REG000030,2023-06-07,fail,Violation in Overtime Pay
AUD000680,EMP006804,REG000747,2024-04-16,pass,
AUD000681,EMP006704,REG002257,2024-10-08,fail,Violation in Overtime Pay
AUD000682,EMP005975,REG001667,2025-02-07,fail,Violation in Income Tax
AUD000683,EMP002697,REG002583,2024-07-19,fail,Violation in Employee Benefits
AUD000684,EMP000443,REG000913,2023-06-24,pass,
AUD000685,EMP001323,REG002428,2025-05-22,fail,Violation in Income Tax
AUD000686,EMP003103,REG000025,2024-09-26,pass,
AUD000687,EMP000784,REG002856,2025-01-11,pass,
AUD000688,EMP003469,REG002098,2025-04-23,fail,Violation in Social Security
AUD000689,EMP001036,REG001629,2023-08-26,pass,
AUD000690,EMP003675,REG000972,2023-07-25,fail,Violation in Income Tax
AUD000691,EMP002084,REG001568,2023-08-16,fail,Violation in Income Tax
AUD000692,EMP001006,REG000234,2023-12-25,fail,Violation in Employee Benefits
AUD000693,EMP003604,REG002536,2023-07-30,fail,Violation in Payroll Reporting
AUD000694,EMP005248,REG000783,2025-04-13,pass,
AUD000695,EMP006001,REG000023,2025-04-12,pass,
AUD000696,EMP000121,REG002014,2024-09-07,pass,
AUD000697,EMP005929,REG001405,2023-12-17,fail,Violation in Minimum Wage
AUD000698,EMP001637,REG002330,2023-08-25,pass,
AUD000699,EMP000158,REG002498,2025-04-04,fail,Violation in Overtime Pay
AUD000700,EMP001368,REG001695,2024-07-07,fail,Violation in Employee Benefits
AUD000701,EMP005955,REG001742,2023-10-26,fail,Violation in Overtime Pay
AUD000702,EMP001517,REG001350,2024-02-25,fail,Violation in Social Security
AUD000703,EMP001952,REG001711,2025-04-16,pass,
AUD000704,EMP005638,REG001269,2024-06-09,fail,Violation in Income Tax
AUD000705,EMP001028,REG001504,2024-07-07,fail,Violation in Minimum Wage
AUD000706,EMP004261,REG002547,2024-06-06,pass,
AUD000707,EMP001358,REG000865,2024-03-25,fail,Violation in Payroll Reporting
AUD000708,EMP006952,REG001089,2023-10-19,fail,Violation in Income Tax
AUD000709,EMP000215,REG001076,2024-12-05,pass,
AUD000710,EMP003664,REG002126,2024-10-10,fail,Violation in Payroll Reporting
AUD000711,EMP005333,REG001995,2024-10-02,pass,
AUD000712,EMP001576,REG001157,2025-04-02,fail,Violation in Overtime Pay
AUD000713,EMP004031,REG000505,2024-09-24,pass,
AUD000714,EMP003906,REG000052,2023-11-26,fail,Violation in Payroll Reporting
AUD000715,EMP004324,REG002466,2023-12-13,fail,Violation in Minimum Wage
AUD000716,EMP005966,REG001716,2023-08-10,pass,
AUD000717,EMP001332,REG000879,2024-07-07,pass,
AUD000718,EMP006957,REG000865,2024-03-27,pass,
AUD000719,EMP000274,REG001510,2023-09-09,pass,
AUD000720,EMP005192,REG000824,2024-01-05,pass,
AUD000721,EMP005420,REG001651,2023-08-18,pass,
AUD000722,EMP000386,REG000910,2025-01-04,pass,
AUD000723,EMP005553,REG002639,2025-01-22,pass,
AUD000724,EMP004530,REG001481,2024-04-14,fail,Violation in Minimum Wage
AUD000725,EMP006292,REG001037,2024-08-06,fail,Violation in Overtime Pay
AUD000726,EMP006845,REG000186,2023-05-31,pass,
AUD000727,EMP001026,REG000565,2023-10-06,fail,Violation in Social Security
AUD000728,EMP005433,REG002223,2023-06-19,pass,
AUD000729,EMP004448,REG001117,2024-07-05,fail,Violation in Payroll Reporting
AUD000730,EMP003093,REG001960,2023-08-11,fail,Violation in Income Tax
AUD000731,EMP005242,REG001042,2023-12-02,fail,Violation in Payroll Reporting
AUD000732,EMP002775,REG002401,2023-07-27,fail,Violation in Income Tax
AUD000733,EMP005986,REG001776,2024-04-04,pass,
AUD000734,EMP004962,REG002776,2024-05-12,fail,Violation in Minimum Wage
AUD000735,EMP006979,REG000598,2023-08-01,pass,
AUD000736,EMP005814,REG001532,2025-05-12,fail,Violation in Overtime Pay
AUD000737,EMP006564,REG001465,2023-08-23,fail,Violation in Social Security
AUD000738,EMP002028,REG000853,2023-10-29,fail,Violation in Income Tax
AUD000739,EMP004079,REG002560,2025-04-02,pass,
AUD000740,EMP004027,REG001809,2025-02-13,fail,Violation in Payroll Reporting
AUD000741,EMP001279,REG002571,2025-01-11,pass,
AUD000742,EMP000726,REG002394,2025-03-04,fail,Violation in Minimum Wage
AUD000743,EMP000891,REG001854,2024-10-14,fail,Violation in Social Security
AUD000744,EMP003277,REG001121,2025-03-25,pass,
AUD000745,EMP006664,REG001514,2023-12-21,pass,
AUD000746,EMP006495,REG002897,2023-06-24,pass,
AUD000747,EMP004941,REG000410,2024-04-19,pass,
AUD000748,EMP002778,REG001507,2024-09-22,pass,
AUD000749,EMP003105,REG002415,2024-02-13,pass,
AUD000750,EMP002419,REG002545,2024-05-13,fail,Violation in Payroll Reporting
AUD000751,EMP000046,REG001944,2025-05-24,fail,Violation in Minimum Wage
AUD000752,EMP005462,REG000607,2025-04-17,pass,
AUD000753,EMP005526,REG001266,2024-12-03,pass,
AUD000754,EMP003511,REG001769,2025-05-13,fail,Violation in Payroll Reporting
AUD000755,EMP004047,REG002066,2024-03-07,fail,Violation in Income Tax
AUD000756,EMP000783,REG000863,2024-08-11,fail,Violation in Income Tax
AUD000757,EMP003952,REG001399,2023-06-26,pass,
AUD000758,EMP003752,REG001805,2023-08-23,pass,
AUD000759,EMP002854,REG000549,2023-10-04,pass,
AUD000760,EMP004206,REG001229,2023-11-03,fail,Violation in Overtime Pay
AUD000761,EMP002995,REG002236,2024-04-09,pass,
AUD000762,EMP006730,REG002764,2025-03-26,pass,
AUD000763,EMP001810,REG001520,2024-11-03,fail,Violation in Payroll Reporting
AUD000764,EMP003456,REG001613,2023-07-26,pass,
AUD000765,EMP002741,REG002847,2024-03-21,pass,
AUD000766,EMP001268,REG001056,2023-11-01,pass,
AUD000767,EMP004865,REG001488,2025-02-13,fail,Violation in Employee Benefits
AUD000768,EMP003285,REG000200,2024-01-15,fail,Violation in Employee Benefits
AUD000769,EMP004649,REG002192,2024-09-08,fail,Violation in Employee Benefits
AUD000770,EMP003344,REG001836,2024-03-26,fail,Violation in Overtime Pay
AUD000771,EMP000686,REG000868,2023-11-22,fail,Violation in Social Security
AUD000772,EMP004624,REG002827,2024-10-28,pass,
AUD000773,EMP001885,REG001552,2025-03-20,fail,Violation in Overtime Pay
AUD000774,EMP000799,REG001534,2024-06-03,fail,Violation in Social Security
AUD000775,EMP003979,REG002759,2024-05-27,fail,Violation in Payroll Reporting
AUD000776,EMP004763,REG001243,2024-11-20,pass,
AUD000777,EMP003044,REG000886,2024-09-24,pass,
AUD000778,EMP006614,REG001410,2023-12-11,pass,
AUD000779,EMP003878,REG001263,2024-04-26,fail,Violation in Employee Benefits
AUD000780,EMP005236,REG000800,2024-07-02,pass,
AUD000781,EMP004253,REG001109,2023-10-30,pass,
AUD000782,EMP006230,REG000374,2024-04-05,fail,Violation in Income Tax
AUD000783,EMP005639,REG002429,2024-08-17,fail,Violation in Minimum Wage
AUD000784,EMP003667,REG001540,2025-02-06,fail,Violation in Overtime Pay
AUD000785,EMP006378,REG002444,2024-09-14,fail,Violation in Minimum Wage
AUD000786,EMP006830,REG002951,2023-06-03,fail,Violation in Social Security
AUD000787,EMP001633,REG000713,2024-10-24,pass,
AUD000788,EMP003747,REG000375,2024-06-17,pass,
AUD000789,EMP000795,REG002214,2023-09-15,fail,Violation in Minimum Wage
AUD000790,EMP002056,REG000623,2024-06-05,pass,
AUD000791,EMP003226,REG002865,2024-11-05,fail,Violation in Overtime Pay
AUD000792,EMP005482,REG000448,2025-01-27,fail,Violation in Social Security
AUD000793,EMP005623,REG000292,2023-07-13,pass,
AUD000794,EMP002808,REG001152,2025-03-11,fail,Violation in Minimum Wage
AUD000795,EMP002196,REG000142,2023-10-27,fail,Violation in Minimum Wage
AUD000796,EMP006156,REG001402,2024-02-29,pass,
AUD000797,EMP004732,REG000378,2025-03-06,fail,Violation in Overtime Pay
AUD000798,EMP005880,REG002982,2024-04-11,fail,Violation in Minimum Wage
AUD000799,EMP005379,REG000656,2025-04-30,pass,
AUD000800,EMP003940,REG001515,2023-08-06,pass,
AUD000801,EMP003198,REG000402,2023-11-15,fail,Violation in Social Security
AUD000802,EMP001073,REG000781,2024-03-30,fail,Violation in Employee Benefits
AUD000803,EMP002541,REG000145,2023-07-21,fail,Violation in Income Tax
AUD000804,EMP002931,REG000396,2025-01-29,pass,
AUD000805,EMP006837,REG000895,2024-03-20,fail,Violation in Income Tax
AUD000806,EMP006981,REG002323,2024-04-30,pass,
AUD000807,EMP005322,REG002229,2024-12-04,pass,
AUD000808,EMP004584,REG000655,2024-08-05,pass,
AUD000809,EMP006089,REG001154,2023-11-05,fail,Violation in Employee Benefits
AUD000810,EMP003710,REG001643,2025-02-22,pass,
AUD000811,EMP000715,REG002597,2024-12-07,pass,
AUD000812,EMP000303,REG000148,2023-07-16,fail,Violation in Social Security
AUD000813,EMP005291,REG000949,2024-07-10,fail,Violation in Income Tax
AUD000814,EMP003293,REG000213,2024-02-28,pass,
AUD000815,EMP001234,REG002658,2024-03-05,fail,Violation in Social Security
AUD000816,EMP002126,REG002590,2025-02-10,pass,
AUD000817,EMP003279,REG001115,2023-07-14,pass,
AUD000818,EMP005343,REG001959,2023-05-29,pass,
AUD000819,EMP004194,REG000351,2025-04-01,pass,
AUD000820,EMP004535,REG002456,2023-09-02,fail,Violation in Social Security
AUD000821,EMP003623,REG000294,2024-06-03,fail,Violation in Income Tax
AUD000822,EMP005537,REG000694,2023-12-08,fail,Violation in Overtime Pay
AUD000823,EMP006762,REG002319,2024-07-08,pass,
AUD000824,EMP001744,REG001635,2023-07-22,fail,Violation in Payroll Reporting
AUD000825,EMP005494,REG000241,2023-07-28,fail,Violation in Payroll Reporting
AUD000826,EMP002218,REG000677,2024-06-03,pass,
AUD000827,EMP001820,REG001774,2024-09-21,fail,Violation in Income Tax
AUD000828,EMP006621,REG002800,2023-10-03,fail,Violation in Social Security
AUD000829,EMP003263,REG002969,2023-10-21,pass,
AUD000830,EMP004405,REG002147,2025-04-23,fail,Violation in Payroll Reporting
AUD000831,EMP006267,REG002728,2023-11-09,fail,Violation in Overtime Pay
AUD000832,EMP000621,REG000896,2024-07-29,pass,
AUD000833,EMP001217,REG001103,2024-02-20,fail,Violation in Income Tax
AUD000834,EMP004665,REG002089,2024-03-18,pass,
AUD000835,EMP002868,REG002878,2023-07-24,pass,
AUD000836,EMP006203,REG002510,2025-02-27,pass,
